长沙,天心区,天烨3毛烧烤,star_40,4.04,77,￥58,4.14,3.99,4.05,http://www.dianping.com/shop/G8IcW6eajG9sDHb8,烤串,芙蓉南路沿线,天心区金盆岭湘银嘉园111号
长沙,天心区,华平烤面筋(林科大店),star_40,4.08,78,￥6,4.06,3.66,3.91,http://www.dianping.com/shop/G21ck5Tfgm81Qp2C,烤串,芙蓉南路沿线,林大炉五谷面稻东50米
长沙,天心区,怪味螺蛳(南门口店),star_35,3.67,26,,3.92,3.98,3.95,http://www.dianping.com/shop/l415FPGRoJVARuFu,烤串,南门口,城南西路125号
长沙,天心区,士度夜宵烧烤粥吧,star_35,3.84,15,￥70,3.79,3.74,3.9,http://www.dianping.com/shop/H7ommFHRsATa8IaR,烧烤烤串,天心阁/白沙井,高正街64号一楼(高正街牌坊100米左右)
长沙,天心区,朝新烧烤,star_30,3,,,,,,http://www.dianping.com/shop/l2kKswEiWSqoAAa1,烧烤烤串,黄土岭,南湖路都市春天A、B栋205房
长沙,天心区,岳阳三毛烧烤(省府店),star_35,3.7,8,,3.76,3.73,3.72,http://www.dianping.com/shop/ka5Qe7qV9HCHPdjj,海鲜,新省政府,青园小区8栋
长沙,天心区,酒拾烤肉(药王街店),star_45,4.62,250,￥73,4.58,4.69,4.68,http://www.dianping.com/shop/k2sL2v4WhKGc9mpA,融合烤肉,五一广场,药王街25号
长沙,天心区,酒驿烤肉(南门口店),star_45,4.63,313,￥51,4.67,4.6,4.75,http://www.dianping.com/shop/k6C4BqxJd7TnIvzd,融合烤肉,南门口,学院街学院巷37号（南门口长郡中学 文庙坪）
长沙,天心区,朝阳烧烤虾蟹城(冬瓜山店),star_35,3.7,13,,3.72,3.63,3.71,http://www.dianping.com/shop/G5HaIXZXlExmH32i,烤串,劳动广场/书院路,裕南街118号
长沙,天心区,大盒马碳烤(悦方店),star_45,4.51,302,￥58,4.51,4.34,4.62,http://www.dianping.com/shop/k7P9hoLtmwcnEPVW,融合烤肉,坡子街,人民西路151号
长沙,天心区,东瓜山新疆阿里巴巴烤羊肉串,star_35,3.59,12,,3.64,3.32,3.53,http://www.dianping.com/shop/k6vMyDZoRfuG7ngK,烤串,劳动广场/书院路,裕南街建设银行自动取款机旁
长沙,天心区,岳阳三毛烧烤,star_30,3.37,5,,3.54,3.4,3.55,http://www.dianping.com/shop/H21X8eBkY0d9YRwb,融合烤肉,五一广场,三兴街与解放西路交叉口西北角
长沙,天心区,夏班烧烤,star_35,3.74,12,,3.78,3.66,3.66,http://www.dianping.com/shop/l8HOhGzJ1H8QpX63,烧烤烤串,新开铺,书院南路果果果园旁
长沙,天心区,烧烤部落索命小串,star_35,3.76,12,,3.76,3.76,3.75,http://www.dianping.com/shop/kaLz2v81jTah2z8i,烤串,黄兴路步行街,育英街黄兴南路537号
长沙,天心区,万鑫烧烤店,star_35,3.5,2,,3.5,3.5,3.49,http://www.dianping.com/shop/H1p9gzxA5y42Tm5g,烧烤烤串,黄土岭,长坡二街长坡社区长坡51号门面
长沙,天心区,阿遇烤五花肉(侯家塘店),star_30,3.06,3,,3.15,3.47,2.98,http://www.dianping.com/shop/k7MbYMbN4xilxR78,拉美烤肉,侯家塘,雨花区侯家塘立交桥东415号
长沙,天心区,新疆好兄弟烧烤,star_30,3.37,2,,3.33,3.33,3.34,http://www.dianping.com/shop/j8IQHxd3rpf4nRn2,烤串,劳动广场/书院路,保利国际广场9号
